Date,Open,High,Low,Close,Volume
2014-06-12 00:00:00-04:00,37.94414519274229,37.99739456176758,37.94414519274229,37.99739456176758,10200
2014-06-13 00:00:00-04:00,37.96696090698242,37.96696090698242,37.92131735256307,37.96696090698242,2600
2014-06-14 00:00:00-04:00,,,,,0
2014-06-15 00:00:00-04:00,,,,,0
2014-06-16 00:00:00-04:00,37.769174066459314,37.784385681152344,37.769174066459314,37.784385681152344,1000
2014-06-17 00:00:00-04:00,37.56378244563561,37.784385681152344,37.56378244563561,37.784385681152344,1500
2014-06-18 00:00:00-04:00,37.87567678061997,38.36252975463867,37.87567678061997,38.36252975463867,25700
2014-06-19 00:00:00-04:00,38.301663290596935,38.56030423911387,38.301663290596935,38.42185592651367,14700
2014-06-20 00:00:00-04:00,38.14953070287167,38.30167007446289,38.14953070287167,38.30167007446289,2300
2014-06-21 00:00:00-04:00,,,,,0
2014-06-22 00:00:00-04:00,,,,,0
2014-06-23 00:00:00-04:00,37.997392330560494,38.21799850463867,37.92892844556633,38.21799850463867,5400
2014-06-24 00:00:00-04:00,38.27124313752329,38.27124313752329,37.88328020324489,37.898494720458984,79800
2014-06-25 00:00:00-04:00,37.48771365082038,37.73114013671875,37.48771365082038,37.73114013671875,7200
2014-06-26 00:00:00-04:00,37.58660356782831,37.6018180847168,37.33557129384935,37.6018180847168,3800
2014-06-27 00:00:00-04:00,37.54856872558594,37.54856872558594,37.54856872558594,37.54856872558594,600
2014-06-28 00:00:00-04:00,,,,,0
2014-06-29 00:00:00-04:00,,,,,0
2014-06-30 00:00:00-04:00,37.77678298950195,37.77678298950195,37.77678298950195,37.77678298950195,300
2014-07-01 00:00:00-04:00,37.966954904817676,38.13431167602539,37.966954904817676,38.13431167602539,2000
2014-07-02 00:00:00-04:00,38.035426401767026,38.20278320653408,38.012606074525245,38.170833587646484,4000
2014-07-03 00:00:00-04:00,38.31688389273416,38.347312927246094,38.31688389273416,38.347312927246094,2000
2014-07-04 00:00:00-04:00,,,,,0
2014-07-05 00:00:00-04:00,,,,,0
2014-07-06 00:00:00-04:00,,,,,0
2014-07-07 00:00:00-04:00,38.043028281184256,38.043028281184256,37.76917567694781,37.898494720458984,99200
2014-07-08 00:00:00-04:00,37.50292134569761,37.50292134569761,37.388816833496094,37.388816833496094,5300
2014-07-09 00:00:00-04:00,37.41164510682894,37.41164510682894,37.39110565185547,37.39110565185547,3600
2014-07-10 00:00:00-04:00,36.81829531111762,36.985649220345756,36.803080791756365,36.955223083496094,4800
2014-07-11 00:00:00-04:00,36.940003478435486,36.98640441894531,36.940003478435486,36.98640441894531,900
2014-07-12 00:00:00-04:00,,,,,0
2014-07-13 00:00:00-04:00,,,,,0
2014-07-14 00:00:00-04:00,37.33709557983114,37.388824362010396,37.31275177001953,37.31275177001953,1200
2014-07-15 00:00:00-04:00,37.32796084573224,37.32796084573224,37.092140197753906,37.092140197753906,2900
2014-07-16 00:00:00-04:00,37.677886962890625,37.677886962890625,37.677886962890625,37.677886962890625,300
2014-07-17 00:00:00-04:00,37.206245748270206,37.206245748270206,36.908809661865234,36.908809661865234,2400
2014-07-18 00:00:00-04:00,37.0693237928273,37.114967346191406,37.0693237928273,37.114967346191406,1500
2014-07-19 00:00:00-04:00,,,,,0
2014-07-20 00:00:00-04:00,,,,,0
2014-07-21 00:00:00-04:00,37.114967346191406,37.114967346191406,37.114967346191406,37.114967346191406,0
2014-07-22 00:00:00-04:00,37.198644935064564,37.23667977777219,37.130181057441845,37.137786865234375,3000
2014-07-23 00:00:00-04:00,37.35838849091277,37.35838849091277,37.28992462158203,37.28992462158203,900
2014-07-24 00:00:00-04:00,37.40402957335742,37.42152786254883,37.40402957335742,37.42152786254883,600
2014-07-25 00:00:00-04:00,37.11496734400355,37.17582251327956,37.11496734400355,37.168216705322266,2900
2014-07-26 00:00:00-04:00,,,,,0
2014-07-27 00:00:00-04:00,,,,,0
2014-07-28 00:00:00-04:00,37.07694160965763,37.07694160965763,36.970439958981984,37.0267333984375,2100
2014-07-29 00:00:00-04:00,37.41925285004389,37.41925285004389,37.04650728240287,37.06172180175781,4200
2014-07-30 00:00:00-04:00,36.71939619307364,36.917179107666016,36.71939619307364,36.917179107666016,7600
2014-07-31 00:00:00-04:00,36.475967756521875,36.475967756521875,36.316219691615814,36.338279724121094,5600
2014-08-01 00:00:00-04:00,36.14126360037432,36.14126360037432,35.91305160522461,35.91305160522461,4100
2014-08-02 00:00:00-04:00,,,,,0
2014-08-03 00:00:00-04:00,,,,,0
2014-08-04 00:00:00-04:00,35.94347542329054,36.05758285522461,35.94347542329054,36.05758285522461,1500
